Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Hyperthyroidism,afectividad_inapropiada,temblores,obsesiones_presencia,irritabilidad,preocupacion,paranoia intensa,alogia_bloqueos_pensamiento,obsesiones_presencia,dificultades en teoría de la mente,ideas_delirantes,anhedonia_relaciones_familia,dificultad_de_concetracion,abulia_trabajo_estudio,anhedonia_intereses_sexuales,afectividad_inapropiada,sudoracion,anhedonia_sociabilidad
Hyperthyroidism,comportamiento social inadecuado,eco del pensamiento,anhedonia_sociabilidad,anergia_fisica,disnea,irritabilidad,anhedonia_sociabilidad,lenguaje desorganizado,alogia_bloqueos_pensamiento,dificultad_de_concetracion,anergia_fisica,abulia_higiene,paranoia intensa,abulia_trabajo_estudio,anhedonia_relaciones_familia,control_pensamiento,disnea
Hyperthyroidism,sudoracion,alogia_pobreza_habla,anhedonia_intereses_recreativos,hipoexpresividad emocional,pensamientos_intrusivos,sentimiento_de_culpa,alogia,eco del pensamiento,dificultad_de_concetracion,anhedonia_relaciones_amigos,abulia_higiene,pensamientos_intrusivos,catatonía,obsesiones_presencia,ideas_delirantes,contacto_visual_bajo,alucinaciones
Hyperthyroidism,memoria_deterioro,tristeza,nerviosismo,abulia_trabajo_estudio,afectividad_inapropiada,desorganización del pensamiento,preocupacion,alucinaciones,anergia_fisica,dificultades en teoría de la mente,nerviosismo,sueño_o_fatiga,obsesiones_presencia,irritabilidad,sentimiento_de_culpa,gesticulacion_reducida,anhedonia_intereses_sexuales
Hyperthyroidism,gesticulacion_reducida,disminucion_del_libido,contacto_visual_bajo,eco del pensamiento,sueño_o_fatiga,desorganización del pensamiento,disnea,paranoia intensa,irritabilidad,preocupacion,alogia_bloqueos_pensamiento,hipervigilancia,anhedonia_relaciones_amigos,comportamiento social inadecuado,tristeza,alogia_pobreza_habla,paranoia intensa
Hyperthyroidism,contacto_visual_bajo,anhedonia,atencion_deterioro,afectividad_inapropiada,comportamiento motor desorganizado,temblores,dificultad_de_concetracion,procesamiento_info_deficit,afectividad_inapropiada,eco del pensamiento,contacto_visual_bajo,nerviosismo,dificultades en teoría de la mente,sentimiento_de_culpa,anhedonia_sociabilidad,dificultades en teoría de la mente,atencion_deterioro
Hyperthyroidism,abulia,sudoracion,disnea,cambios_en_el_apetito,dificultades en teoría de la mente,dificultades en teoría de la mente,sueño_o_fatiga,dificultad_de_concetracion,lenguaje desorganizado,anhedonia_intereses_sexuales,obsesiones_presencia,dificultades en teoría de la mente,anergia_fisica,obsesiones_presencia,control_pensamiento,hipervigilancia,catatonía
Hyperthyroidism,anhedonia_intereses_recreativos,expresion_facial_reducida,alogia_pobreza_habla,hipoexpresividad emocional,alogia_pobreza_contenido,dificultad_de_concetracion,anhedonia_relaciones_amigos,comportamiento motor desorganizado,expresion_facial_reducida,dificultad_de_concetracion,nerviosismo,anhedonia_sociabilidad,preocupacion,desorganización del pensamiento,sudoracion,obsesiones_presencia,anhedonia_intereses_sexuales
Hyperthyroidism,alogia_pobreza_contenido,taquicardia,alogia_bloqueos_pensamiento,anhedonia_sociabilidad,expresion_facial_reducida,catatonía,taquicardia,sentimiento_de_culpa,cambios_en_el_apetito,contacto_visual_bajo,sudoracion,paranoia intensa,temblores,alogia_pobreza_habla,alogia_pobreza_contenido,abulia,anhedonia_relaciones_familia
Hypoglycemia,atencion_deterioro,pensamientos_intrusivos,abulia,alogia_pobreza_contenido,expresion_facial_reducida,comportamiento social inadecuado,temblores,hipervigilancia,dificultad_de_concetracion,disnea,paranoia intensa,pensamientos_intrusivos,memoria_deterioro,ideas_suicidas,paranoia intensa,alogia,sueño_o_fatiga
Hypoglycemia,dificultades en teoría de la mente,abulia_trabajo_estudio,comportamiento motor desorganizado,atencion_deterioro,anhedonia,anhedonia_relaciones_amigos,taquicardia,disminucion_del_libido,dificultad_de_concetracion,anhedonia_intereses_recreativos,lenguaje desorganizado,obsesiones_presencia,memoria_deterioro,disminucion_del_libido,anhedonia_intereses_sexuales,abulia,paranoia intensa
Hypoglycemia,dificultad_de_concetracion,ideas_suicidas,comportamiento motor desorganizado,preocupacion,anhedonia_intereses_sexuales,anergia_fisica,atencion_deterioro,preocupacion,alogia,afectividad_inapropiada,anhedonia_sociabilidad,alogia_bloqueos_pensamiento,irritabilidad,anhedonia_relaciones_familia,paranoia intensa,preocupacion,anhedonia_relaciones_familia
Hypoglycemia,memoria_deterioro,alucinaciones,comportamiento motor desorganizado,memoria_deterioro,hipervigilancia,anhedonia_intereses_recreativos,alogia_bloqueos_pensamiento,cambios_en_el_apetito,anhedonia_relaciones_amigos,sueño_o_fatiga,sentimiento_de_culpa,alogia_bloqueos_pensamiento,memoria_deterioro,catatonía,ideas_suicidas,contacto_visual_bajo,cambios_en_el_apetito
Hypoglycemia,irritabilidad,nerviosismo,anhedonia_sociabilidad,paranoia intensa,anhedonia_sociabilidad,nerviosismo,ideas_delirantes,preocupacion,comportamiento motor desorganizado,irritabilidad,sentimiento_de_culpa,anhedonia_relaciones_amigos,dificultades en teoría de la mente,comportamiento social inadecuado,irritabilidad,control_pensamiento,gesticulacion_reducida
Hypoglycemia,atencion_deterioro,abulia,afectividad_inapropiada,anhedonia_intereses_sexuales,anergia_fisica,hipoexpresividad emocional,hipoexpresividad emocional,pensamientos_intrusivos,expresion_facial_reducida,hipervigilancia,abulia_trabajo_estudio,hipoexpresividad emocional,comportamiento motor desorganizado,dificultades en teoría de la mente,anhedonia_sociabilidad,pensamientos_intrusivos,memoria_deterioro
Hypoglycemia,ideas_delirantes,abulia_higiene,pensamientos_intrusivos,dificultad_de_concetracion,contacto_visual_bajo,temblores,ideas_delirantes,alogia_bloqueos_pensamiento,sudoracion,pensamientos_intrusivos,lenguaje desorganizado,control_pensamiento,anergia_fisica,anhedonia_intereses_sexuales,anhedonia,tristeza,anhedonia
Hypoglycemia,atencion_deterioro,alogia_pobreza_habla,taquicardia,alogia_pobreza_habla,sentimiento_de_culpa,hipervigilancia,nerviosismo,alogia_pobreza_contenido,sudoracion,gesticulacion_reducida,nerviosismo,alogia_pobreza_contenido,anergia_fisica,alogia_bloqueos_pensamiento,disminucion_del_libido,ideas_suicidas,disnea
Hypoglycemia,atencion_deterioro,alogia,paranoia intensa,lenguaje desorganizado,procesamiento_info_deficit,abulia,taquicardia,sueño_o_fatiga,afectividad_inapropiada,anhedonia_relaciones_familia,atencion_deterioro,sentimiento_de_culpa,ideas_suicidas,hipoexpresividad emocional,dificultades en teoría de la mente,disminucion_del_libido,hipervigilancia
Hypoglycemia,ideas_suicidas,comportamiento social inadecuado,contacto_visual_bajo,pensamientos_intrusivos,contacto_visual_bajo,alogia,anhedonia_relaciones_familia,alucinaciones,procesamiento_info_deficit,catatonía,ideas_delirantes,dificultad_de_concetracion,contacto_visual_bajo,abulia_higiene,anhedonia_relaciones_amigos,contacto_visual_bajo,eco del pensamiento
Osteoarthritis,hipoexpresividad emocional,anhedonia_intereses_recreativos,alogia,disminucion_del_libido,atencion_deterioro,anhedonia_sociabilidad,dificultades en teoría de la mente,tristeza,sudoracion,sudoracion,ideas_suicidas,desorganización del pensamiento,hipervigilancia,lenguaje desorganizado,atencion_deterioro,alogia_bloqueos_pensamiento,abulia_higiene
Osteoarthritis,anhedonia_relaciones_amigos,anhedonia_intereses_recreativos,atencion_deterioro,disnea,control_pensamiento,paranoia intensa,abulia_higiene,anhedonia_intereses_recreativos,abulia,anhedonia_relaciones_amigos,contacto_visual_bajo,abulia,contacto_visual_bajo,anhedonia_relaciones_familia,sentimiento_de_culpa,alogia_bloqueos_pensamiento,procesamiento_info_deficit
Osteoarthritis,atencion_deterioro,atencion_deterioro,alucinaciones,ideas_suicidas,abulia_higiene,lenguaje desorganizado,abulia,catatonía,memoria_deterioro,sentimiento_de_culpa,sueño_o_fatiga,ideas_delirantes,anhedonia_relaciones_amigos,comportamiento motor desorganizado,alogia_pobreza_contenido,alucinaciones,atencion_deterioro
Osteoarthritis,hipoexpresividad emocional,alogia_pobreza_habla,comportamiento social inadecuado,alogia_bloqueos_pensamiento,eco del pensamiento,eco del pensamiento,temblores,nerviosismo,comportamiento social inadecuado,hipervigilancia,comportamiento motor desorganizado,anergia_fisica,sueño_o_fatiga,abulia_trabajo_estudio,obsesiones_presencia,anhedonia_relaciones_amigos,afectividad_inapropiada
Osteoarthritis,anhedonia,anhedonia_intereses_recreativos,lenguaje desorganizado,abulia,disnea,anhedonia_intereses_sexuales,anhedonia_intereses_sexuales,pensamientos_intrusivos,contacto_visual_bajo,anhedonia,desorganización del pensamiento,dificultad_de_concetracion,desorganización del pensamiento,contacto_visual_bajo,abulia_higiene,temblores,atencion_deterioro
Osteoarthritis,abulia,hipervigilancia,ideas_suicidas,preocupacion,alogia,ideas_suicidas,atencion_deterioro,comportamiento motor desorganizado,abulia,eco del pensamiento,dificultades en teoría de la mente,abulia_trabajo_estudio,catatonía,eco del pensamiento,anhedonia_intereses_sexuales,procesamiento_info_deficit,ideas_delirantes
Osteoarthritis,disminucion_del_libido,cambios_en_el_apetito,desorganización del pensamiento,dificultades en teoría de la mente,temblores,desorganización del pensamiento,anhedonia_relaciones_familia,alucinaciones,sueño_o_fatiga,lenguaje desorganizado,anhedonia_relaciones_amigos,desorganización del pensamiento,hipoexpresividad emocional,sentimiento_de_culpa,sudoracion,disnea,hipervigilancia
Osteoarthritis,ideas_delirantes,anhedonia,contacto_visual_bajo,dificultades en teoría de la mente,ideas_suicidas,catatonía,expresion_facial_reducida,sentimiento_de_culpa,irritabilidad,preocupacion,catatonía,contacto_visual_bajo,paranoia intensa,alucinaciones,memoria_deterioro,disminucion_del_libido,obsesiones_presencia
Osteoarthritis,sueño_o_fatiga,tristeza,alogia,anhedonia_intereses_sexuales,pensamientos_intrusivos,abulia,dificultades en teoría de la mente,procesamiento_info_deficit,disminucion_del_libido,anhedonia_intereses_sexuales,anhedonia_intereses_sexuales,gesticulacion_reducida,atencion_deterioro,alogia_bloqueos_pensamiento,cambios_en_el_apetito,sudoracion,comportamiento social inadecuado
Osteoarthritis,disminucion_del_libido,procesamiento_info_deficit,hipervigilancia,contacto_visual_bajo,anhedonia_intereses_sexuales,temblores,alogia,procesamiento_info_deficit,ideas_delirantes,anhedonia_intereses_recreativos,ideas_delirantes,hipoexpresividad emocional,dificultades en teoría de la mente,pensamientos_intrusivos,cambios_en_el_apetito,abulia_higiene,anhedonia_intereses_sexuales
Arthritis,anhedonia,tristeza,alogia,alucinaciones,irritabilidad,obsesiones_presencia,eco del pensamiento,afectividad_inapropiada,taquicardia,gesticulacion_reducida,alogia_pobreza_contenido,eco del pensamiento,alogia_pobreza_contenido,sentimiento_de_culpa,anhedonia,procesamiento_info_deficit,preocupacion
Arthritis,sudoracion,dificultad_de_concetracion,alucinaciones,afectividad_inapropiada,desorganización del pensamiento,memoria_deterioro,disminucion_del_libido,memoria_deterioro,paranoia intensa,anhedonia_intereses_sexuales,obsesiones_presencia,contacto_visual_bajo,memoria_deterioro,cambios_en_el_apetito,desorganización del pensamiento,anhedonia_relaciones_amigos,preocupacion
Arthritis,irritabilidad,contacto_visual_bajo,alogia_pobreza_habla,anhedonia_relaciones_amigos,abulia_trabajo_estudio,alogia_pobreza_habla,temblores,ideas_delirantes,pensamientos_intrusivos,lenguaje desorganizado,anhedonia_intereses_recreativos,alogia,anhedonia_intereses_sexuales,lenguaje desorganizado,abulia_trabajo_estudio,irritabilidad,temblores
Arthritis,gesticulacion_reducida,sueño_o_fatiga,paranoia intensa,anhedonia,anhedonia_intereses_sexuales,taquicardia,control_pensamiento,sentimiento_de_culpa,alucinaciones,disnea,paranoia intensa,anergia_fisica,alucinaciones,expresion_facial_reducida,nerviosismo,atencion_deterioro,nerviosismo
Arthritis,procesamiento_info_deficit,hipoexpresividad emocional,control_pensamiento,sudoracion,anhedonia_intereses_sexuales,atencion_deterioro,ideas_delirantes,anergia_fisica,ideas_suicidas,comportamiento social inadecuado,tristeza,temblores,anhedonia_sociabilidad,anhedonia_intereses_sexuales,ideas_delirantes,contacto_visual_bajo,disminucion_del_libido
Arthritis,preocupacion,abulia_higiene,anergia_fisica,alogia_pobreza_habla,anhedonia,alucinaciones,paranoia intensa,nerviosismo,dificultad_de_concetracion,contacto_visual_bajo,ideas_delirantes,sueño_o_fatiga,alogia_pobreza_contenido,alucinaciones,gesticulacion_reducida,ideas_suicidas,preocupacion
Arthritis,pensamientos_intrusivos,abulia,desorganización del pensamiento,alogia_bloqueos_pensamiento,dificultad_de_concetracion,sudoracion,anhedonia_relaciones_familia,anhedonia,ideas_suicidas,sudoracion,ideas_suicidas,dificultad_de_concetracion,expresion_facial_reducida,paranoia intensa,sudoracion,anhedonia_relaciones_amigos,alogia_pobreza_habla
Arthritis,hipervigilancia,contacto_visual_bajo,dificultad_de_concetracion,afectividad_inapropiada,control_pensamiento,ideas_suicidas,paranoia intensa,taquicardia,desorganización del pensamiento,sueño_o_fatiga,anhedonia_intereses_recreativos,obsesiones_presencia,gesticulacion_reducida,temblores,sudoracion,control_pensamiento,irritabilidad
Arthritis,dificultad_de_concetracion,anhedonia_intereses_recreativos,alogia_pobreza_habla,sudoracion,ideas_delirantes,pensamientos_intrusivos,nerviosismo,anhedonia,taquicardia,comportamiento motor desorganizado,eco del pensamiento,disnea,lenguaje desorganizado,pensamientos_intrusivos,dificultad_de_concetracion,taquicardia,ideas_delirantes
Arthritis,eco del pensamiento,disnea,alogia,dificultad_de_concetracion,anergia_fisica,irritabilidad,disnea,alogia_bloqueos_pensamiento,sudoracion,abulia,sentimiento_de_culpa,alogia_bloqueos_pensamiento,ideas_delirantes,alogia_pobreza_habla,paranoia intensa,ideas_delirantes,catatonía
(Vertigo) Paroxysmal Positional Vertigo,control_pensamiento,tristeza,irritabilidad,alogia_bloqueos_pensamiento,alogia_pobreza_habla,ideas_suicidas,ideas_delirantes,alogia,sentimiento_de_culpa,atencion_deterioro,comportamiento motor desorganizado,eco del pensamiento,anhedonia_intereses_sexuales,abulia_higiene,cambios_en_el_apetito,anhedonia,sudoracion
(Vertigo) Paroxysmal Positional Vertigo,lenguaje desorganizado,taquicardia,anhedonia_relaciones_familia,ideas_suicidas,dificultad_de_concetracion,paranoia intensa,abulia,anhedonia_intereses_sexuales,afectividad_inapropiada,anhedonia,sueño_o_fatiga,procesamiento_info_deficit,disminucion_del_libido,disminucion_del_libido,cambios_en_el_apetito,alogia,abulia
(Vertigo) Paroxysmal Positional Vertigo,comportamiento motor desorganizado,sudoracion,atencion_deterioro,dificultad_de_concetracion,ideas_delirantes,memoria_deterioro,desorganización del pensamiento,abulia_trabajo_estudio,ideas_suicidas,dificultad_de_concetracion,alucinaciones,anhedonia_relaciones_amigos,memoria_deterioro,ideas_suicidas,expresion_facial_reducida,ideas_delirantes,eco del pensamiento
(Vertigo) Paroxysmal Positional Vertigo,lenguaje desorganizado,paranoia intensa,temblores,taquicardia,alogia_pobreza_habla,anhedonia_relaciones_amigos,catatonía,temblores,anhedonia_relaciones_amigos,catatonía,anhedonia_sociabilidad,obsesiones_presencia,desorganización del pensamiento,eco del pensamiento,desorganización del pensamiento,dificultad_de_concetracion,atencion_deterioro
(Vertigo) Paroxysmal Positional Vertigo,comportamiento motor desorganizado,pensamientos_intrusivos,alogia,hipervigilancia,alucinaciones,sudoracion,alogia_pobreza_contenido,anhedonia_intereses_recreativos,gesticulacion_reducida,sudoracion,control_pensamiento,expresion_facial_reducida,abulia,anhedonia_sociabilidad,comportamiento motor desorganizado,control_pensamiento,alogia_pobreza_contenido
(Vertigo) Paroxysmal Positional Vertigo,disminucion_del_libido,abulia,disminucion_del_libido,alogia_pobreza_habla,anhedonia_sociabilidad,anhedonia_intereses_recreativos,anhedonia_intereses_recreativos,comportamiento social inadecuado,alogia_pobreza_contenido,memoria_deterioro,disminucion_del_libido,eco del pensamiento,anhedonia_intereses_recreativos,dificultad_de_concetracion,abulia,afectividad_inapropiada,desorganización del pensamiento
(Vertigo) Paroxysmal Positional Vertigo,anhedonia_relaciones_familia,alogia_bloqueos_pensamiento,contacto_visual_bajo,catatonía,taquicardia,ideas_suicidas,hipoexpresividad emocional,eco del pensamiento,sentimiento_de_culpa,dificultad_de_concetracion,comportamiento motor desorganizado,obsesiones_presencia,memoria_deterioro,sentimiento_de_culpa,nerviosismo,abulia_trabajo_estudio,obsesiones_presencia
(Vertigo) Paroxysmal Positional Vertigo,memoria_deterioro,anhedonia,contacto_visual_bajo,afectividad_inapropiada,hipervigilancia,memoria_deterioro,ideas_delirantes,anhedonia_sociabilidad,ideas_delirantes,nerviosismo,dificultad_de_concetracion,anhedonia,anhedonia_intereses_sexuales,preocupacion,hipervigilancia,ideas_delirantes,expresion_facial_reducida
(Vertigo) Paroxysmal Positional Vertigo,ideas_suicidas,dificultad_de_concetracion,temblores,alucinaciones,tristeza,anergia_fisica,memoria_deterioro,abulia_higiene,taquicardia,abulia_trabajo_estudio,anhedonia_intereses_recreativos,control_pensamiento,dificultad_de_concetracion,alogia_pobreza_contenido,pensamientos_intrusivos,lenguaje desorganizado,control_pensamiento
(Vertigo) Paroxysmal Positional Vertigo,irritabilidad,alogia_bloqueos_pensamiento,sueño_o_fatiga,cambios_en_el_apetito,ideas_suicidas,procesamiento_info_deficit,anhedonia,atencion_deterioro,obsesiones_presencia,ideas_suicidas,alogia_bloqueos_pensamiento,cambios_en_el_apetito,control_pensamiento,preocupacion,pensamientos_intrusivos,dificultad_de_concetracion,irritabilidad
Acne,comportamiento social inadecuado,anergia_fisica,ideas_suicidas,lenguaje desorganizado,desorganización del pensamiento,atencion_deterioro,control_pensamiento,contacto_visual_bajo,irritabilidad,disminucion_del_libido,anhedonia_intereses_recreativos,sueño_o_fatiga,anhedonia_relaciones_familia,paranoia intensa,disnea,anhedonia,alogia
Acne,paranoia intensa,ideas_suicidas,catatonía,anhedonia,sueño_o_fatiga,hipoexpresividad emocional,ideas_suicidas,anhedonia_intereses_recreativos,abulia_trabajo_estudio,sueño_o_fatiga,taquicardia,ideas_suicidas,hipoexpresividad emocional,sudoracion,anhedonia_relaciones_amigos,hipervigilancia,anhedonia_sociabilidad
Acne,paranoia intensa,alucinaciones,expresion_facial_reducida,ideas_delirantes,obsesiones_presencia,anergia_fisica,preocupacion,anhedonia_intereses_recreativos,disnea,irritabilidad,abulia_trabajo_estudio,obsesiones_presencia,lenguaje desorganizado,sentimiento_de_culpa,atencion_deterioro,lenguaje desorganizado,obsesiones_presencia
Acne,irritabilidad,lenguaje desorganizado,nerviosismo,memoria_deterioro,afectividad_inapropiada,preocupacion,hipoexpresividad emocional,taquicardia,preocupacion,cambios_en_el_apetito,alogia,anhedonia,alogia_bloqueos_pensamiento,anhedonia,irritabilidad,comportamiento social inadecuado,control_pensamiento
Acne,anhedonia_intereses_recreativos,abulia_higiene,disnea,disnea,alogia_bloqueos_pensamiento,dificultad_de_concetracion,alogia_bloqueos_pensamiento,sueño_o_fatiga,ideas_delirantes,alogia_pobreza_habla,comportamiento motor desorganizado,disminucion_del_libido,expresion_facial_reducida,tristeza,sueño_o_fatiga,alogia_bloqueos_pensamiento,anhedonia_sociabilidad
Acne,alogia_pobreza_contenido,abulia_higiene,anergia_fisica,desorganización del pensamiento,disnea,disminucion_del_libido,taquicardia,lenguaje desorganizado,sudoracion,nerviosismo,anhedonia,taquicardia,anergia_fisica,control_pensamiento,cambios_en_el_apetito,contacto_visual_bajo,anhedonia_intereses_recreativos
Acne,temblores,nerviosismo,memoria_deterioro,cambios_en_el_apetito,anhedonia_relaciones_familia,pensamientos_intrusivos,cambios_en_el_apetito,preocupacion,ideas_delirantes,desorganización del pensamiento,abulia_trabajo_estudio,preocupacion,catatonía,obsesiones_presencia,irritabilidad,lenguaje desorganizado,abulia
Acne,catatonía,nerviosismo,sueño_o_fatiga,anhedonia_relaciones_familia,disnea,hipervigilancia,abulia_higiene,anhedonia_intereses_sexuales,irritabilidad,anhedonia_relaciones_amigos,lenguaje desorganizado,pensamientos_intrusivos,nerviosismo,pensamientos_intrusivos,taquicardia,procesamiento_info_deficit,preocupacion
Acne,eco del pensamiento,abulia_higiene,abulia,comportamiento social inadecuado,abulia,pensamientos_intrusivos,catatonía,procesamiento_info_deficit,alucinaciones,anergia_fisica,comportamiento social inadecuado,preocupacion,abulia,anhedonia_intereses_sexuales,sueño_o_fatiga,control_pensamiento,anhedonia_intereses_sexuales
Acne,alogia_pobreza_contenido,memoria_deterioro,contacto_visual_bajo,tristeza,eco del pensamiento,disnea,afectividad_inapropiada,control_pensamiento,hipoexpresividad emocional,anhedonia_relaciones_amigos,sentimiento_de_culpa,eco del pensamiento,memoria_deterioro,irritabilidad,catatonía,ideas_suicidas,contacto_visual_bajo
Urinary Tract Infection,contacto_visual_bajo,anhedonia_relaciones_amigos,anhedonia_intereses_sexuales,anhedonia_relaciones_amigos,procesamiento_info_deficit,dificultades en teoría de la mente,anhedonia_intereses_recreativos,lenguaje desorganizado,lenguaje desorganizado,anergia_fisica,comportamiento motor desorganizado,eco del pensamiento,ideas_suicidas,anhedonia_intereses_recreativos,control_pensamiento,alogia_pobreza_habla,tristeza
Urinary Tract Infection,obsesiones_presencia,hipoexpresividad emocional,contacto_visual_bajo,disnea,hipervigilancia,anhedonia_relaciones_familia,temblores,disnea,abulia,comportamiento motor desorganizado,dificultades en teoría de la mente,sueño_o_fatiga,memoria_deterioro,alogia_pobreza_habla,nerviosismo,anhedonia_intereses_sexuales,alogia_pobreza_habla
Urinary Tract Infection,lenguaje desorganizado,nerviosismo,comportamiento social inadecuado,lenguaje desorganizado,gesticulacion_reducida,pensamientos_intrusivos,anhedonia_relaciones_amigos,sueño_o_fatiga,afectividad_inapropiada,anhedonia_sociabilidad,control_pensamiento,sueño_o_fatiga,preocupacion,nerviosismo,dificultad_de_concetracion,memoria_deterioro,anhedonia_relaciones_amigos
Urinary Tract Infection,abulia,alogia,afectividad_inapropiada,gesticulacion_reducida,irritabilidad,eco del pensamiento,desorganización del pensamiento,hipoexpresividad emocional,hipervigilancia,abulia_trabajo_estudio,hipervigilancia,alogia_pobreza_contenido,anhedonia_relaciones_amigos,anhedonia_intereses_recreativos,memoria_deterioro,dificultades en teoría de la mente,gesticulacion_reducida
Urinary Tract Infection,anhedonia,abulia_higiene,cambios_en_el_apetito,gesticulacion_reducida,dificultades en teoría de la mente,anergia_fisica,abulia_trabajo_estudio,sentimiento_de_culpa,abulia,dificultad_de_concetracion,anhedonia_intereses_sexuales,anhedonia,afectividad_inapropiada,alogia,sentimiento_de_culpa,anhedonia_sociabilidad,desorganización del pensamiento
Urinary Tract Infection,control_pensamiento,gesticulacion_reducida,anhedonia_sociabilidad,contacto_visual_bajo,sueño_o_fatiga,sudoracion,catatonía,gesticulacion_reducida,nerviosismo,nerviosismo,catatonía,sueño_o_fatiga,dificultad_de_concetracion,expresion_facial_reducida,preocupacion,anhedonia_intereses_sexuales,anhedonia_relaciones_familia
Urinary Tract Infection,ideas_suicidas,atencion_deterioro,anergia_fisica,alogia_pobreza_contenido,memoria_deterioro,taquicardia,procesamiento_info_deficit,lenguaje desorganizado,lenguaje desorganizado,sueño_o_fatiga,anhedonia,comportamiento social inadecuado,sueño_o_fatiga,nerviosismo,ideas_suicidas,hipoexpresividad emocional,nerviosismo
Urinary Tract Infection,preocupacion,alogia_bloqueos_pensamiento,hipoexpresividad emocional,hipoexpresividad emocional,disnea,procesamiento_info_deficit,irritabilidad,atencion_deterioro,control_pensamiento,gesticulacion_reducida,paranoia intensa,anhedonia_intereses_sexuales,alogia_bloqueos_pensamiento,expresion_facial_reducida,taquicardia,alogia_pobreza_contenido,anhedonia_relaciones_familia
Urinary Tract Infection,expresion_facial_reducida,disminucion_del_libido,paranoia intensa,pensamientos_intrusivos,anhedonia_relaciones_familia,alogia_pobreza_contenido,preocupacion,ideas_suicidas,sudoracion,sueño_o_fatiga,nerviosismo,expresion_facial_reducida,anhedonia,anhedonia_intereses_sexuales,alogia_pobreza_habla,anhedonia_intereses_recreativos,comportamiento motor desorganizado
Urinary Tract Infection,eco del pensamiento,abulia_higiene,desorganización del pensamiento,preocupacion,cambios_en_el_apetito,catatonía,atencion_deterioro,comportamiento social inadecuado,lenguaje desorganizado,anhedonia,hipoexpresividad emocional,irritabilidad,nerviosismo,control_pensamiento,anhedonia_relaciones_familia,anhedonia_sociabilidad,hipoexpresividad emocional
Psoriasis,alogia,anhedonia_sociabilidad,comportamiento social inadecuado,sudoracion,pensamientos_intrusivos,atencion_deterioro,anhedonia_sociabilidad,nerviosismo,afectividad_inapropiada,anhedonia_relaciones_amigos,tristeza,anergia_fisica,control_pensamiento,procesamiento_info_deficit,anhedonia_relaciones_amigos,hipoexpresividad emocional,nerviosismo
Psoriasis,comportamiento social inadecuado,taquicardia,ideas_suicidas,anhedonia_relaciones_familia,anhedonia_intereses_recreativos,tristeza,expresion_facial_reducida,hipoexpresividad emocional,tristeza,eco del pensamiento,alogia_pobreza_habla,preocupacion,sueño_o_fatiga,comportamiento motor desorganizado,temblores,anergia_fisica,alogia_bloqueos_pensamiento
Psoriasis,abulia_higiene,pensamientos_intrusivos,control_pensamiento,procesamiento_info_deficit,anhedonia_relaciones_familia,anhedonia_intereses_sexuales,alogia_pobreza_habla,atencion_deterioro,hipervigilancia,anhedonia_intereses_sexuales,sudoracion,preocupacion,afectividad_inapropiada,dificultad_de_concetracion,cambios_en_el_apetito,anhedonia_intereses_sexuales,sudoracion
Psoriasis,comportamiento social inadecuado,alogia,tristeza,anhedonia_intereses_sexuales,lenguaje desorganizado,comportamiento social inadecuado,disnea,anhedonia_intereses_recreativos,irritabilidad,gesticulacion_reducida,abulia,disminucion_del_libido,disminucion_del_libido,desorganización del pensamiento,anergia_fisica,gesticulacion_reducida,anhedonia_relaciones_familia
Psoriasis,hipoexpresividad emocional,abulia_trabajo_estudio,atencion_deterioro,control_pensamiento,expresion_facial_reducida,desorganización del pensamiento,sueño_o_fatiga,sentimiento_de_culpa,cambios_en_el_apetito,pensamientos_intrusivos,contacto_visual_bajo,anhedonia,lenguaje desorganizado,anhedonia_intereses_sexuales,hipoexpresividad emocional,taquicardia,alucinaciones
Psoriasis,anergia_fisica,temblores,abulia,comportamiento motor desorganizado,abulia_higiene,comportamiento social inadecuado,comportamiento social inadecuado,desorganización del pensamiento,temblores,comportamiento motor desorganizado,gesticulacion_reducida,dificultades en teoría de la mente,alogia_bloqueos_pensamiento,ideas_suicidas,comportamiento social inadecuado,taquicardia,ideas_suicidas
Psoriasis,taquicardia,dificultad_de_concetracion,irritabilidad,eco del pensamiento,contacto_visual_bajo,anhedonia_intereses_sexuales,control_pensamiento,anergia_fisica,tristeza,preocupacion,ideas_delirantes,expresion_facial_reducida,taquicardia,desorganización del pensamiento,comportamiento motor desorganizado,anhedonia_relaciones_amigos,hipoexpresividad emocional
Psoriasis,alogia_pobreza_habla,preocupacion,pensamientos_intrusivos,eco del pensamiento,anergia_fisica,tristeza,catatonía,afectividad_inapropiada,abulia_higiene,anhedonia_intereses_sexuales,sueño_o_fatiga,desorganización del pensamiento,sudoracion,taquicardia,dificultad_de_concetracion,sueño_o_fatiga,procesamiento_info_deficit
Psoriasis,sudoracion,catatonía,comportamiento motor desorganizado,anergia_fisica,disminucion_del_libido,alogia_pobreza_contenido,tristeza,cambios_en_el_apetito,paranoia intensa,gesticulacion_reducida,alogia_bloqueos_pensamiento,abulia,dificultad_de_concetracion,nerviosismo,comportamiento motor desorganizado,memoria_deterioro,sentimiento_de_culpa
